isolate,country,arcC,aroE,glpF,gmk,pta,tpi,yqiL,ST (MLST),clonal_complex (MLST)
ERR246618,UK,18,33,6,20,7,50,48,425,
ERR246619,UK,3,1,1,1,1,5,3,97,CC97
ERR246620,UK,3,1,1,1,1,5,3,97,CC97
ERR246623,UK,6,66,46,2,7,50,18,133,
ERR246624,UK,6,72,12,43,49,67,59,151,
ERR246625,UK,6,66,46,2,7,50,18,133,
ERR246626,UK,18,1,1,1,1,141,3,1126,CC97
ERR246627,UK,3,1,1,1,1,5,3,97,CC97
ERR246628,UK,3,1,1,1,1,5,3,97,CC97
ERR246631,UK,18,33,6,20,7,50,48,425,
ERR246632,UK,3,1,1,8,1,1,1,188,CC1
ERR246633,UK,6,66,46,2,7,50,18,133,
ERR246634,Unknown,6,72,12,43,49,67,59,151,
ERR246635,Unknown,3,78,1,1,1,5,3,352,CC97
ERR246636,Unknown,18,33,6,20,7,50,48,425,
ERR246637,UK,18,33,6,20,7,50,48,425,
ERR246638,UK,3,1,1,1,1,5,3,97,CC97
ERR246639,UK,6,72,12,43,49,67,59,151,
ERR246640,UK,6,72,12,43,49,67,59,151,
ERR246641,UK,6,72,12,43,49,67,59,151,
ERR246642,UK,18,1,1,1,1,5,3,71,CC97
ERR246643,UK,12,4,1,4,12,1,3,6,CC5
ERR246644,Unknown,1,1,1,1,1,1,1,1,CC1
ERR246646,UK,1,1,1,1,1,1,1,1,CC1
ERR246647,UK,6,72,12,43,49,67,59,151,
ERR246648,Unknown,18,33,6,20,7,50,48,425,
ERR246649,UK,18,33,6,20,7,50,48,425,
ERR246650,UK,18,33,6,20,7,50,48,425,
ERR246651,Unknown,3,1,1,1,1,5,3,97,CC97
ERR246655,UK,6,66,46,2,91,50,18,1247,
ERR246656,UK,1,1,1,1,1,1,1,1,CC1
ERR246657,UK,6,72,12,43,49,67,388,3134,
ERR246658,UK,18,33,6,20,7,50,48,425,
ERR246659,UK,3,78,1,1,1,5,3,352,CC97
ERR246660,UK,3,1,1,1,1,340,3,3125,CC97
ERR246661,Unknown,3,78,1,1,1,5,3,352,CC97
ERR246662,UK,6,72,145,43,49,67,59,1074,
ERR246663,UK,6,72,12,43,49,67,59,151,
ERR246664,UK,3,1,1,153,1,5,3,1859,CC97
ERR246665,UK,6,72,12,43,49,67,59,151,
ERR246666,UK,3,1,1,1,1,340,3,3125,CC97
ERR246668,UK,6,72,145,43,49,67,59,1074,
ERR246669,UK,3,1,1,8,1,1,1,188,CC1
ERR246670,UK,6,72,12,43,49,67,59,151,
ERR246671,UK,6,72,12,43,49,67,59,151,
ERR246672,UK,18,33,6,20,7,50,48,425,
ERR246675,UK,3,1,1,1,1,5,3,97,CC97
ERR246676,Unknown,3,1,1,1,1,5,3,97,CC97
ERR246678,Unknown,3,1,1,1,1,5,3,97,CC97
ERR246679,Unknown,3,1,1,1,1,5,3,97,CC97
ERR264060,Unknown,1,1,1,1,22,1,1,772,CC1
ERR264061,Unknown,1,1,1,1,22,1,1,772,CC1
ERR264062,Unknown,1,1,1,1,22,1,1,772,CC1
ERR264063,Unknown,1,1,1,1,22,1,1,772,CC1
ERR264067,Unknown,1,1,1,1,22,1,1,772,CC1
ERR264068,Unknown,1,1,1,1,22,1,1,772,CC1
ERR264071,Unknown,7,6,1,5,8,8,6,22,CC22
ERR264074,Unknown,7,6,1,5,8,8,6,22,CC22
ERR264078,Unknown,7,6,1,5,8,8,6,22,CC22
ERR264079,Unknown,7,6,1,5,8,8,6,22,CC22
ERR264083,Unknown,7,6,1,5,8,8,6,22,CC22
ERR264086,Unknown,7,6,1,5,8,8,6,22,CC22
ERR264091,Unknown,7,6,1,5,8,8,6,22,CC22
ERR264092,Unknown,7,6,1,5,8,8,6,22,CC22
ERR264093,Unknown,7,6,1,5,8,8,6,22,CC22
ERR264094,Unknown,7,6,1,5,8,8,6,22,CC22
ERR264099,Unknown,1,1,1,1,22,1,1,772,CC1
ERR264108,Unknown,258,6,1,5,8,8,6,2371,CC22
ERR264110,Unknown,7,6,1,5,8,8,6,22,CC22
ERR264111,Unknown,1,1,1,1,22,1,1,772,CC1
ERR264114,Unknown,1,1,1,1,22,1,1,772,CC1
ERR264116,Unknown,1,1,1,1,22,1,1,772,CC1
ERR264117,Unknown,1,1,1,1,22,1,1,772,CC1
ERR264118,Unknown,1,1,1,1,22,1,1,772,CC1
ERR264119,Unknown,1,1,1,1,22,1,1,772,CC1
ERR264120,Unknown,1,1,1,1,22,1,1,772,CC1
ERR264121,Unknown,1,1,1,1,22,1,1,772,CC1
ERR264124,Unknown,1,1,1,1,22,1,1,772,CC1
ERR264125,Unknown,1,1,1,1,22,1,1,772,CC1
ERR264127,Unknown,1,1,1,1,22,1,1,772,CC1
ERR264129,Unknown,1,1,1,1,22,1,1,772,CC1
ERR264132,Unknown,7,6,1,5,8,8,6,22,CC22
ERR264133,Unknown,7,6,1,5,8,8,6,22,CC22
ERR264134,Unknown,7,6,1,5,8,8,6,22,CC22
ERR264135,Unknown,7,6,1,5,8,8,6,22,CC22
ERR264137,Unknown,7,6,1,5,8,8,6,22,CC22
ERR264139,Unknown,7,6,1,5,8,8,6,22,CC22
ERR264140,Unknown,7,6,1,5,8,8,6,22,CC22
ERR264142,Unknown,7,6,1,5,8,8,6,22,CC22
ERR264143,Unknown,7,6,1,5,8,8,6,22,CC22
ERR264145,Unknown,1,1,1,1,22,1,1,772,CC1
ERR264147,Unknown,1,1,1,1,22,1,1,772,CC1
ERR264148,Unknown,1,1,1,1,22,1,1,772,CC1
ERR264149,Unknown,1,1,1,1,22,1,1,772,CC1
ERR264150,Unknown,1,1,1,1,22,1,1,772,CC1
ERR264151,Unknown,1,1,1,1,22,1,1,772,CC1
ERR264152,Unknown,1,1,1,1,22,1,1,772,CC1
ERR264155,Unknown,1,1,1,1,22,1,1,772,CC1
ERR266617,Unknown,1,1,1,1,22,1,1,772,CC1
ERR266619,Unknown,7,6,1,5,8,8,6,22,CC22
ERR266622,Unknown,1,1,1,1,22,1,1,772,CC1
ERR266625,Unknown,7,6,1,5,8,8,6,22,CC22
ERR266626,Unknown,7,6,1,5,8,8,6,22,CC22
ERR266628,Unknown,1,1,1,1,22,1,1,772,CC1
ERR266629,Unknown,7,6,1,5,8,8,6,22,CC22
ERR266630,Unknown,1,1,1,1,22,1,1,772,CC1
ERR266631,Unknown,1,1,1,1,22,1,1,772,CC1
ERR266632,Unknown,7,6,1,5,8,8,6,22,CC22
ERR266633,Unknown,7,6,1,5,8,8,6,22,CC22
ERR266634,Unknown,1,1,1,1,22,1,1,772,CC1
ERR266636,Unknown,1,1,1,1,22,1,1,772,CC1
ERR266637,Unknown,1,1,1,1,22,1,1,772,CC1
ERR266639,Unknown,1,1,1,1,22,1,1,772,CC1
ERR266641,Unknown,1,1,1,1,22,1,1,772,CC1
ERR266642,Unknown,1,1,1,1,22,1,1,772,CC1
ERR266646,Unknown,7,6,1,5,8,8,6,22,CC22
ERR266647,Unknown,1,1,1,1,22,1,1,772,CC1
ERR266648,Unknown,1,1,1,1,22,1,1,772,CC1
ERR266649,Unknown,7,6,1,5,8,8,6,22,CC22
ERR266652,Unknown,7,6,1,5,8,8,6,22,CC22
ERR266653,Unknown,7,6,1,5,8,8,6,22,CC22
ERR266654,Unknown,7,6,1,5,8,8,6,22,CC22
ERR266655,Unknown,1,1,1,1,22,1,1,772,CC1
ERR266656,Unknown,7,6,1,5,8,8,6,22,CC22
ERR266657,Unknown,1,1,1,1,22,1,1,772,CC1
ERR266658,Unknown,7,6,1,5,8,8,6,22,CC22
ERR266659,Unknown,7,6,1,5,8,8,6,22,CC22
ERR266661,Unknown,7,6,1,5,8,8,6,22,CC22
ERR266662,Unknown,7,6,1,5,8,8,6,22,CC22
ERR266663,Unknown,7,6,1,5,8,8,6,22,CC22
ERR266664,Unknown,7,6,1,5,8,8,6,22,CC22
ERR266667,Unknown,1,1,1,1,22,1,1,772,CC1
ERR266668,Unknown,1,1,1,1,22,1,1,772,CC1
ERR266669,Unknown,7,6,1,5,8,8,6,22,CC22
ERR266671,Unknown,7,6,1,5,8,8,6,22,CC22
ERR266672,Unknown,7,6,1,5,8,8,6,22,CC22
ERR266673,Unknown,7,6,1,5,8,8,6,22,CC22
ERR266674,Unknown,7,6,1,5,8,8,6,22,CC22
ERR266676,Unknown,7,6,1,5,8,8,6,22,CC22
ERR266677,Unknown,7,6,1,5,8,8,6,22,CC22
ERR266678,Unknown,7,6,1,5,8,8,6,22,CC22
ERR266679,Unknown,7,6,1,5,8,8,6,22,CC22
ERR266681,Unknown,7,6,1,5,8,8,6,22,CC22
ERR266682,Unknown,7,6,1,5,8,8,6,22,CC22
ERR266685,Unknown,7,6,1,5,8,8,6,22,CC22
ERR266686,Unknown,7,6,1,252,8,8,6,3352,CC22
ERR266687,Unknown,7,6,1,5,8,8,6,22,CC22
ERR266688,Unknown,7,6,1,5,8,8,6,22,CC22
ERR266691,Unknown,7,6,1,5,8,8,6,22,CC22
ERR266692,Unknown,7,6,1,5,8,8,6,22,CC22
ERR266693,Unknown,7,6,1,5,8,8,6,22,CC22
ERR266695,Unknown,258,6,1,5,8,8,6,2371,CC22
ERR266697,Unknown,7,6,1,5,8,8,6,22,CC22
ERR266700,Unknown,7,6,1,5,8,8,6,22,CC22
ERR266701,Unknown,7,6,1,5,8,8,6,22,CC22
ERR266702,Unknown,7,6,1,5,8,8,6,22,CC22
ERR266703,Unknown,7,6,1,5,8,8,6,22,CC22
ERR266704,Unknown,7,6,1,5,8,8,6,22,CC22
ERR266705,Unknown,7,6,1,5,8,8,6,22,CC22
ERR266706,Unknown,7,6,1,5,8,8,6,22,CC22
ERR266708,Unknown,1,1,1,1,22,1,1,772,CC1
ERR266710,Unknown,1,1,1,1,22,1,1,772,CC1
ERR266711,Unknown,1,1,1,1,22,1,1,772,CC1
SRR505601,Unknown,1,4,1,4,12,1,28,105,CC5
SRR505602,Unknown,1,4,1,4,12,1,28,105,CC5
SRR505605,Unknown,1,4,1,4,12,1,10,5,CC5
SRR505624,Unknown,1,4,1,4,12,1,10,5,CC5
SRR505858,Unknown,1,4,1,4,12,1,28,105,CC5
SRR513949,Unknown,13,13,1,1,12,367,13,1591,CC15
SRR513953,Unknown,1,4,1,4,12,1,28,105,CC5
SRR513957,Unknown,1,4,1,4,12,1,10,5,CC5
SRR513958,Unknown,1,4,1,4,12,1,10,5,CC5
SRR513975,Unknown,1,4,1,4,12,1,10,5,CC5
SRR534062,Unknown,1,4,1,4,12,1,10,5,CC5
SRR534066,Unknown,1,4,1,4,12,1,10,5,CC5
SRR534067,Unknown,3,3,1,58,4,4,3,609,CC8
SRR577031,Unknown,1,4,1,4,12,1,10,5,CC5
SRR583019,Unknown,1,4,1,4,12,1,10,5,CC5
SRR583022,Unknown,1,4,1,4,12,1,10,5,CC5
SRR630985,Unknown,1,4,1,4,12,1,28,105,CC5
SRR631095,Unknown,1,4,1,4,12,1,10,5,CC5
SRR631099,Unknown,1,4,1,4,12,1,10,5,CC5
SRR633702,Unknown,1,4,1,4,12,1,10,5,CC5
SRR633809,Unknown,1,4,1,4,12,1,10,5,CC5
SRR633914,Unknown,2,2,2,2,6,3,2,30,CC30
SRR634061,Unknown,2,2,2,2,6,3,2,30,CC30
SRR640209,Unknown,1,4,1,4,12,1,10,5,CC5
SRR642040,Unknown,1,4,1,4,12,1,10,5,CC5
SRR642302,Unknown,1,4,1,4,12,1,10,5,CC5
SRR642321,Unknown,1,4,1,4,12,1,28,105,CC5
SRR642328,Unknown,3,3,1,1,4,4,3,8,CC8
SRR643082,Unknown,1,4,1,4,12,1,10,5,CC5
SRR643083,Unknown,1,4,1,4,,1,10,,
SRR643108,Unknown,2,2,2,2,6,3,2,30,CC30
SRR643109,Unknown,1,34,1,4,12,1,28,231,CC5
SRR643111,Unknown,10,14,8,6,10,3,2,45,CC45
SRR643112,Unknown,1,4,1,4,12,1,28,105,CC5
SRR643115,Unknown,1,4,1,4,12,1,28,105,CC5
SRR643119,Unknown,1,4,1,4,12,1,10,5,CC5
SRR643121,Unknown,2,2,2,2,6,3,2,30,CC30
SRR643128,Unknown,3,3,1,58,4,4,3,609,CC8
SRR643143,Unknown,1,4,1,4,12,1,10,5,CC5
SRR643144,Unknown,1,4,1,4,12,1,10,5,CC5
SRR643162,Unknown,1,4,1,4,12,1,10,5,CC5
SRR643168,Unknown,1,4,1,4,12,1,10,5,CC5
SRR643169,Unknown,1,4,1,4,12,1,10,5,CC5
SRR643179,Unknown,1,4,1,4,12,1,28,105,CC5
SRR643187,Unknown,1,4,1,4,12,1,28,105,CC5
SRR643198,Unknown,1,4,1,4,12,1,10,5,CC5
SRR643200,Unknown,1,4,1,4,12,1,10,5,CC5
SRR643206,Unknown,3,3,1,58,4,4,3,609,CC8
SRR643208,Unknown,2,2,2,2,6,3,2,30,CC30
SRR643210,Unknown,1,4,1,4,12,1,28,105,CC5
SRR643212,Unknown,2,2,2,2,6,3,2,30,CC30
SRR643218,Unknown,1,4,1,4,12,1,10,5,CC5
SRR643219,Unknown,1,4,1,4,12,1,10,5,CC5
SRR643221,Unknown,1,4,1,4,12,1,10,5,CC5
SRR643224,Unknown,1,4,1,4,12,1,28,105,CC5
SRR643226,Unknown,1,34,1,4,12,1,28,231,CC5
SRR646388,Unknown,3,3,1,1,4,4,3,8,CC8
SRR647366,USA,1,4,1,4,12,1,10,5,CC5
SRR647371,Unknown,1,4,1,4,12,1,10,5,CC5
SRR647378,Unknown,1,4,1,4,12,1,28,105,CC5
SRR647391,Unknown,1,4,1,4,12,1,10,5,CC5
SRR647394,Unknown,1,4,1,4,12,1,28,105,CC5
SRR647412,USA,3,3,1,58,4,4,3,609,CC8
SRR647421,Unknown,3,3,1,1,4,4,3,8,CC8
SRR647427,Unknown,1,4,1,4,12,1,10,5,CC5
SRR647430,Unknown,1,4,1,4,12,1,10,5,CC5
SRR647661,Unknown,3,3,1,1,4,4,3,8,CC8
SRR647829,Unknown,1,4,1,4,12,1,28,105,CC5
ERR036026,Unknown,2,3,1,1,4,4,3,239,CC8
ERR107785,UK,7,6,1,5,8,8,6,22,CC22
ERR107788,Ireland,3,3,1,1,4,4,3,8,CC8
ERR107789,UK,3,3,1,1,4,4,3,8,CC8
ERR107790,UK,2,2,2,2,3,3,2,36,CC30
ERR107791,UK,2,3,1,1,4,4,30,241,CC8
ERR107794,UK,2,2,2,2,3,3,2,36,CC30
ERR107795,UK,7,6,1,5,8,8,6,22,CC22
ERR107797,UK,7,6,1,5,8,8,6,22,CC22
ERR107798,UK,7,6,1,5,8,8,6,22,CC22
ERR107799,UK,7,6,1,5,8,8,6,22,CC22
ERR107801,UK,1,4,1,4,12,1,10,5,CC5
ERR107804,UK,7,6,1,5,8,8,6,22,CC22
ERR107805,UK,7,6,1,5,8,8,6,22,CC22
ERR107809,UK,7,6,1,5,8,8,6,22,CC22
ERR107810,UK,7,6,1,5,8,8,6,22,CC22
ERR107811,UK,7,6,1,5,8,8,6,22,CC22
ERR107812,UK,7,6,1,5,8,8,6,22,CC22
ERR107813,UK,7,6,1,5,8,8,6,22,CC22
ERR107814,UK,2,2,2,2,3,3,2,36,CC30
ERR107815,UK,7,6,1,5,8,8,6,22,CC22
ERR107816,UK,7,6,1,5,8,8,6,22,CC22
ERR107817,UK,7,6,1,5,8,8,6,22,CC22
ERR107818,UK,7,6,1,5,8,8,6,22,CC22
ERR107820,UK,7,6,1,5,8,8,6,22,CC22
ERR107821,UK,7,6,1,5,8,8,6,22,CC22
ERR107822,UK,7,6,1,5,8,8,6,22,CC22
ERR107823,UK,7,6,1,5,8,8,6,22,CC22
ERR107825,UK,7,6,1,5,8,8,6,22,CC22
ERR107826,UK,7,6,,5,8,8,6,,
ERR107828,Ireland,7,6,1,5,8,8,6,22,CC22
ERR107831,UK,2,2,2,2,3,3,2,36,CC30
ERR107833,UK,7,6,1,5,8,8,6,22,CC22
ERR107834,UK,7,6,1,5,8,8,6,22,CC22
ERR107836,UK,7,6,1,5,8,8,6,22,CC22
ERR107837,UK,2,2,2,2,3,3,2,36,CC30
ERR107838,UK,19,23,15,2,19,20,15,59,
ERR107839,UK,7,426,1,5,8,8,6,2892,CC22
ERR107844,UK,7,6,1,5,8,8,6,22,CC22
ERR107845,UK,7,6,1,5,8,8,6,22,CC22
ERR107846,UK,7,6,1,5,8,8,6,22,CC22
ERR107847,UK,2,2,2,2,3,3,2,36,CC30
ERR107848,UK,7,6,1,5,8,8,6,22,CC22
ERR107849,UK,2,2,2,2,3,3,2,36,CC30
ERR107850,UK,7,6,1,5,8,8,6,22,CC22
ERR107851,UK,7,6,1,5,8,8,6,22,CC22
ERR107852,UK,7,6,1,5,8,8,6,22,CC22
ERR107853,UK,7,6,1,5,8,8,6,22,CC22
ERR107855,UK,7,6,1,5,8,8,6,22,CC22
ERR107856,UK,7,6,1,5,8,8,6,22,CC22
ERR107857,UK,2,2,2,2,3,3,2,36,CC30
ERR107858,UK,7,6,1,5,8,8,6,22,CC22
ERR107859,UK,7,6,1,5,8,8,6,22,CC22
ERR107860,UK,220,14,8,6,10,3,2,2032,CC45
ERR107861,UK,7,6,1,5,8,8,6,22,CC22
ERR107862,UK,7,6,1,5,8,8,6,22,CC22
ERR107864,UK,7,6,1,5,8,8,6,22,CC22
ERR107865,UK,7,6,1,5,8,8,6,22,CC22
ERR107866,UK,7,6,1,5,8,8,6,22,CC22
ERR107868,UK,7,6,1,5,8,8,6,22,CC22
ERR107869,UK,7,6,1,5,8,8,6,22,CC22
ERR107870,UK,2,2,2,2,3,3,2,36,CC30
ERR107871,UK,7,6,1,5,8,8,6,22,CC22
ERR107872,UK,7,6,1,5,8,8,6,22,CC22
ERR107873,UK,7,6,1,5,8,8,6,22,CC22
ERR107875,UK,7,6,1,5,8,8,351,2935,CC22
ERR107877,UK,2,2,2,2,3,3,2,36,CC30
ERR107878,Unknown,1,4,1,4,12,1,10,5,CC5
ERR107879,Unknown,7,6,1,5,8,8,6,22,CC22
ERR107880,Unknown,7,6,1,5,8,8,6,22,CC22
ERR107881,UK,7,6,1,5,8,8,6,22,CC22
ERR107882,UK,3,3,1,1,4,4,3,8,CC8
ERR107883,UK,7,6,1,5,8,8,6,22,CC22
ERR107885,UK,3,3,1,1,4,4,3,8,CC8
ERR107886,UK,2,2,2,2,3,3,2,36,CC30
ERR107890,UK,7,6,1,5,8,8,6,22,CC22
ERR107895,Ireland,7,6,1,5,8,8,6,22,CC22
ERR107896,Ireland,7,6,1,5,8,8,6,22,CC22
ERR107898,UK,7,6,1,5,8,8,6,22,CC22
ERR107903,UK,2,2,2,2,3,3,2,36,CC30
ERR107905,UK,2,2,2,2,3,3,2,36,CC30
ERR107908,UK,2,2,2,2,3,3,2,36,CC30
ERR107913,UK,7,6,1,5,8,8,6,22,CC22
ERR107918,UK,2,2,2,2,3,3,2,36,CC30
ERR107922,UK,7,6,1,5,8,8,6,22,CC22
ERR107930,UK,7,6,1,5,8,8,6,22,CC22
ERR107933,UK,7,6,1,5,8,8,6,22,CC22
ERR107935,UK,2,2,2,2,3,3,2,36,CC30
ERR107937,UK,7,6,1,5,8,8,6,22,CC22
ERR107939,UK,7,6,1,5,8,8,6,22,CC22
ERR107940,UK,2,2,2,2,3,3,2,36,CC30
ERR107944,UK,7,6,1,5,8,8,6,22,CC22
ERR107945,UK,7,6,1,5,8,8,6,22,CC22
ERR107946,UK,7,6,1,5,8,8,6,22,CC22
ERR107947,UK,7,6,1,5,8,8,6,22,CC22
ERR107950,UK,7,6,1,5,8,8,6,22,CC22
ERR107962,UK,7,6,1,5,8,8,6,22,CC22
ERR107974,UK,2,2,2,2,3,3,2,36,CC30
ERR107976,Unknown,7,6,1,5,8,8,6,22,CC22
ERR109478,Unknown,10,14,8,6,10,3,2,45,CC45
ERR109481,Unknown,12,4,1,4,12,1,3,6,CC5
ERR109483,UK,1,3,1,8,11,5,11,12,
ERR109484,Unknown,8,2,2,2,6,3,2,34,CC30
ERR109494,Unknown,1,3,1,8,11,5,11,12,
ERR109495,UK,2,2,2,2,6,3,2,30,CC30
ERR109503,Unknown,2,2,2,2,6,3,2,30,CC30
ERR109505,Unknown,1,4,1,4,12,1,10,5,CC5
ERR109508,Unknown,1,4,1,4,12,1,10,5,CC5
ERR109519,UK,3,1,14,15,11,19,3,101,
ERR109523,UK,7,6,1,5,8,8,6,22,CC22
ERR109526,Unknown,2,2,2,2,2,2,2,39,CC30
ERR109528,UK,7,6,1,5,8,8,6,22,CC22
ERR109529,UK,3,1,1,1,1,5,3,97,CC97
ERR109531,Unknown,6,5,6,2,7,14,5,121,CC121
ERR109533,Unknown,2,2,2,2,6,3,2,30,CC30
ERR109535,UK,13,13,1,1,12,11,13,15,CC15
ERR109541,Unknown,3,3,1,1,4,4,3,8,CC8
ERR109542,Unknown,4,4,140,4,11,4,118,1035,
ERR109544,Unknown,4,1,4,1,5,5,4,25,
ERR109549,Unknown,8,2,2,2,6,3,2,34,CC30
ERR109551,UK,22,1,14,23,12,4,31,88,
ERR109553,UK,2,2,2,2,2,2,2,39,CC30
ERR109565,Unknown,19,23,15,2,19,20,15,59,
ERR109578,UK,7,6,1,5,8,8,6,22,CC22
ERR109601,Unknown,8,2,2,2,6,3,2,34,CC30
ERR109602,Unknown,2,2,2,2,6,3,2,30,CC30
ERR109608,Unknown,13,13,1,1,12,11,13,15,CC15
ERR109614,Unknown,10,14,8,6,10,3,2,45,CC45
ERR109663,Unknown,1,1,1,1,1,1,1,1,CC1
ERR109677,Unknown,3,1,1,8,1,1,1,188,CC1
ERR109685,Unknown,8,2,2,2,6,3,2,34,CC30
ERR109693,UK,19,23,367,2,19,20,15,2906,
ERR111037,UK,7,6,1,5,8,8,6,22,CC22
ERR111041,UK,7,6,1,5,8,8,6,22,CC22
ERR111043,UK,7,6,1,5,8,8,6,22,CC22
ERR111049,UK,7,6,1,5,8,8,6,22,CC22
ERR111051,UK,7,6,1,5,8,8,6,22,CC22
ERR111052,UK,7,6,1,5,8,8,6,22,CC22
ERR111053,UK,7,6,1,5,8,8,6,22,CC22
ERR111056,Ireland,7,6,1,5,8,8,6,22,CC22
ERR111058,Ireland,1,4,1,4,12,1,10,5,CC5
ERR111061,Ireland,1,4,1,4,12,1,10,5,CC5
ERR111065,UK,7,6,1,5,8,8,6,22,CC22
ERR111068,UK,1,1,1,1,1,1,1,1,CC1
ERR111070,UK,7,6,1,5,8,8,6,22,CC22
ERR111071,UK,7,6,1,5,8,8,6,22,CC22
ERR111073,UK,7,6,1,5,8,8,6,22,CC22
ERR111078,UK,7,6,1,5,8,8,6,22,CC22
ERR111083,UK,7,6,1,5,8,8,6,22,CC22
ERR111089,Ireland,7,6,1,5,8,8,6,22,CC22
ERR111090,Ireland,7,6,1,5,8,,6,,
ERR111091,Ireland,7,6,1,5,8,8,6,22,CC22
ERR111099,UK,2,2,2,2,3,3,2,36,CC30
ERR111101,UK,2,2,2,2,3,3,2,36,CC30
ERR111109,UK,7,159,1,5,8,8,6,970,CC22
ERR111113,UK,1,1,1,1,1,1,1,1,CC1
ERR111120,UK,7,6,1,5,8,8,6,22,CC22
ERR111121,UK,13,13,1,1,12,11,13,15,CC15
ERR114898,Unknown,8,2,2,2,6,3,2,34,CC30
ERR114913,Unknown,1,4,1,4,12,1,10,5,CC5
ERR114924,UK,10,40,8,6,10,3,2,508,CC45
ERR118483,UK,7,6,1,5,8,8,6,22,CC22
ERR118546,UK,7,6,1,5,8,8,6,22,CC22
ERR118558,UK,7,6,1,5,8,8,6,22,CC22
ERR118580,UK,2,2,2,2,3,3,2,36,CC30
ERR118603,UK,7,6,1,5,8,8,6,22,CC22
ERR118604,UK,7,6,1,5,8,8,6,22,CC22
ERR124448,UK,7,6,1,5,8,8,6,22,CC22
ERR124455,UK,7,6,1,5,8,8,6,22,CC22
ERR124456,UK,7,6,1,5,8,8,6,22,CC22
ERR124458,UK,7,6,1,5,8,8,6,22,CC22
ERR124461,UK,7,6,1,5,8,8,6,22,CC22
ERR124468,UK,7,6,1,5,8,8,6,22,CC22
ERR124473,UK,7,6,1,5,8,8,6,22,CC22
ERR124475,Ireland,3,3,1,1,4,4,3,8,CC8
ERR124476,Ireland,7,6,1,5,8,8,6,22,CC22
ERR124478,Ireland,7,6,1,5,8,8,6,22,CC22
ERR124479,Ireland,7,6,1,5,8,8,6,22,CC22
ERR124509,UK,7,6,1,5,8,8,6,22,CC22
ERR124511,UK,7,6,1,5,8,8,6,22,CC22
ERR124512,UK,7,6,1,5,8,8,6,22,CC22
ERR124516,Ireland,7,6,1,5,8,8,6,22,CC22
ERR124524,UK,7,6,1,5,8,8,6,22,CC22
ERR124528,UK,7,6,1,5,8,8,6,22,CC22
ERR124532,Unknown,7,6,1,5,8,8,6,22,CC22
ERR129293,UK,2,2,2,2,3,3,2,36,CC30
ERR134341,UK,2,2,2,2,3,3,2,36,CC30
ERR134346,UK,3,3,1,1,1,1,10,9,CC1
ERR134354,UK,4,9,1,8,1,10,8,20,
ERR134357,Ireland,1,4,1,4,12,1,10,5,CC5
ERR134380,UK,7,6,1,5,8,8,6,22,CC22
ERR134391,UK,7,6,1,5,8,8,6,22,CC22
ERR134393,UK,7,6,1,5,8,8,6,22,CC22
ERR134406,UK,7,428,1,5,8,8,6,2894,CC22
ERR134412,UK,1,4,1,4,12,1,10,5,CC5
ERR134615,USA,3,3,1,1,4,4,3,8,CC8
ERR134619,USA,3,3,1,1,4,4,3,8,CC8
ERR134621,USA,3,3,1,1,4,4,3,8,CC8
ERR134622,USA,3,3,449,1,4,4,3,3330,CC8
ERR134632,USA,265,3,1,1,4,4,3,2440,CC8
ERR134653,USA,3,3,1,1,4,4,3,8,CC8
ERR134658,USA,3,3,1,1,4,4,3,8,CC8
ERR134662,USA,3,3,1,1,4,4,3,8,CC8
ERR134663,USA,3,3,1,1,4,4,3,8,CC8
ERR134669,USA,3,3,1,1,4,4,3,8,CC8
ERR134677,USA,3,3,1,1,4,4,3,8,CC8
ERR134679,USA,3,3,1,1,4,4,3,8,CC8
ERR134702,USA,3,3,1,1,4,4,3,8,CC8
ERR134710,USA,3,3,1,1,4,4,3,8,CC8
ERR134714,USA,3,3,1,1,4,4,3,8,CC8
ERR134716,USA,3,3,1,1,4,4,3,8,CC8
ERR134723,USA,3,3,1,1,4,4,3,8,CC8
ERR134725,USA,3,3,1,1,4,4,3,8,CC8
ERR134738,USA,3,3,1,1,4,4,3,8,CC8
ERR134741,USA,3,3,1,1,4,4,3,8,CC8
ERR134742,USA,3,3,1,1,4,4,3,8,CC8
ERR134743,USA,3,3,1,1,4,4,3,8,CC8
ERR134744,USA,3,3,1,1,4,4,3,8,CC8
ERR134747,USA,3,3,1,1,4,4,3,8,CC8
ERR134751,USA,3,3,1,1,4,4,3,8,CC8
ERR134765,USA,3,3,1,1,4,4,3,8,CC8
ERR134773,USA,3,3,1,1,4,4,3,8,CC8
ERR134778,USA,3,3,1,1,4,4,3,8,CC8
ERR134779,USA,3,3,1,1,4,4,3,8,CC8
ERR134784,USA,3,3,1,1,4,4,3,8,CC8
ERR134796,USA,3,3,1,1,4,4,3,8,CC8
ERR134798,Unknown,7,6,1,5,8,8,6,22,CC22
ERR134802,USA,3,3,1,1,4,4,3,8,CC8
ERR134836,USA,3,3,1,1,4,4,3,8,CC8
ERR134848,USA,3,3,1,1,4,4,3,8,CC8
ERR134854,USA,3,495,1,1,4,4,3,3316,CC8
ERR134858,USA,3,3,1,1,4,4,3,8,CC8
ERR134862,USA,3,3,1,1,4,4,3,8,CC8
ERR134863,USA,3,3,1,1,4,4,3,8,CC8
ERR134872,USA,3,3,1,1,4,4,3,8,CC8
ERR134873,USA,3,3,1,1,4,4,3,8,CC8
ERR137322,USA,3,3,1,1,4,4,3,8,CC8
